age,gender,user_id,eye_cream,exfoliator,peptide,cleansing_oil,sun_cream,cream,cleanser,face_mask,sunscreen,bath_salts,body_wash,ha,mask,toner,mist,body_lotion,gel,moisturizer,hair,serum
93,Female,4cc537cc-2301-40b4-a8bd-1c22a266d883,0,0,0,0,0,14,0,0,0,9,10,0,0,0,0,52,0,28,37,0
10,Male,cb7af021-abeb-44b4-9b35-235876628f3e,0,16,0,0,0,9,29,0,0,0,25,0,0,0,18,11,0,11,27,18
0,Female,79595f17-db5f-4b94-a347-71ccce56ab1c,0,28,0,0,0,0,0,1,11,0,15,0,0,0,19,49,0,16,43,0
96,Female,ffaa435e-fde4-46df-99cf-dd39596daba6,0,26,0,0,0,10,0,0,0,0,32,0,2,0,3,47,0,0,12,11
33,Male,911f6733-4825-44a5-a693-fd2feef07b81,0,17,0,0,0,0,0,0,0,0,15,0,0,3,9,18,0,0,69,34
44,Male,42ab22c9-ffff-4e22-bfe6-6918e404b9dc,0,11,0,0,53,18,0,0,15,0,0,0,0,0,0,48,0,0,5,24
24,Female,91ee9af3-85d3-476e-b202-d8b4df74922a,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,119,0,6,44,18
87,Male,fef97013-973c-4910-8d6c-6136fce2d0ea,0,19,0,0,0,0,16,11,0,16,0,2,0,0,0,17,0,19,36,25
16,Male,a2c363cb-0f48-4d33-a003-0655399c7628,0,27,0,0,7,31,13,0,0,0,2,0,0,0,0,32,0,19,57,0
59,Male,02cfbe2e-7595-4a51-857b-5e78762abef4,0,0,0,0,0,9,16,0,0,0,19,0,0,0,9,41,0,71,7,0
11,Female,c4f9e84a-038b-48a0-8d91-98e7212416fa,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,54,44,7
39,Male,ac7a442a-f376-4749-bf6f-1dae8808f078,0,0,0,0,14,19,17,0,17,0,77,0,0,0,0,0,0,0,39,10
34,Female,8ff2769d-c1b0-43f2-b3fe-eb768a835b5c,0,3,0,0,0,0,22,0,0,0,19,0,13,0,0,47,0,12,33,13
1,Female,0e9f98f8-1ce9-4bdd-8843-6a495db17f9b,1,15,0,0,0,7,0,0,0,0,16,0,9,0,17,66,0,0,8,17
20,Male,5fea1788-6802-4690-8ca2-f459b01cec36,0,25,0,0,0,24,0,0,0,0,18,0,0,0,9,21,26,0,32,0
73,Male,83fbd198-e406-4c28-ad82-3b4f281603eb,0,14,0,0,0,0,0,2,0,0,25,0,8,0,0,43,0,0,20,0
25,Female,e5ae2592-9895-4eda-92a5-c1a9f23c25d1,0,9,0,0,0,39,19,0,0,0,1,0,0,0,16,6,0,12,43,0
55,Female,4bf59758-770f-404a-bde1-26dd633ecd41,0,0,0,0,0,0,6,0,0,16,14,0,6,0,9,38,0,0,2,21
43,Female,b30fecfb-cccb-43ea-9bec-89ab7cea48ea,0,55,0,0,0,12,0,0,0,0,0,0,0,0,0,40,0,10,13,44
96,Female,eb1ac581-dd1a-42f9-b72d-85034f1993f6,0,25,0,0,0,61,18,17,0,15,0,0,0,0,0,14,17,19,2,0
80,Female,c7e83bbf-7da6-468a-9820-0c323385a48e,0,0,0,0,0,0,0,0,0,0,4,0,0,17,6,35,0,15,45,62
19,Female,ff10f237-ca1c-434a-9c0e-8113c2b2a31c,0,0,0,0,0,4,0,0,5,0,7,0,13,0,3,2,2,27,11,19
25,Female,7434ab71-c0da-4f7a-8d3c-22711311cf8d,0,8,0,0,0,13,7,0,0,0,17,0,0,0,0,75,0,29,9,1
85,Female,4a635b6d-fa26-4b43-8fda-30ee89752b92,0,0,0,0,0,29,0,0,0,0,9,0,0,0,0,40,0,39,0,0
86,Female,4d041c85-80d6-405a-955e-38fea6358b7c,0,0,0,0,0,29,0,18,0,0,8,0,0,3,0,0,0,46,33,27
28,Male,25343e39-f59a-478a-b174-63e47b0977a4,0,13,0,0,0,0,0,0,0,0,35,0,0,0,17,18,34,0,29,0
39,Male,ac669964-6618-4978-bea8-149579d9099b,0,0,0,0,0,5,17,0,0,0,19,0,0,0,0,23,0,0,92,0
13,Female,a26a9b9b-b769-4677-a89f-9ac154e4126a,0,0,0,0,6,0,0,10,0,0,84,0,1,0,0,51,0,7,10,6
3,Female,26a58232-74e8-4cd7-b541-d591b6786c1b,0,0,0,0,0,0,0,0,0,0,45,0,8,0,0,36,17,35,10,10
6,Male,01db87fd-f89a-409f-bf02-8e83f5890d1b,0,0,0,0,0,20,0,0,12,0,0,0,0,0,7,8,0,102,2,2
87,Male,8fa97333-d61f-4279-8c0c-045ddee96d1b,0,8,0,0,16,0,0,17,0,0,28,0,0,0,0,31,0,13,6,23
27,Female,77a5dd1b-980a-46ba-ad56-2c10b80b9473,0,18,0,0,0,35,0,0,10,0,22,0,0,0,0,13,0,4,41,0
28,Female,cfbf1749-ae3d-4b9d-a702-c1678b020d61,0,0,0,0,0,9,16,0,0,0,14,0,0,0,0,23,12,5,94,28
30,Male,4166fa3c-b15e-49ad-9188-d68285530306,0,52,0,0,0,1,38,17,0,0,0,0,0,0,19,2,17,0,38,0
10,Female,58e6210a-4c5d-48e8-be62-99c03e74f8c0,0,19,0,0,0,0,0,0,0,0,53,0,0,0,6,38,0,0,32,10
18,Female,cd0aa9f2-91be-41d7-9960-4ed3a30f1be3,0,2,0,0,0,25,10,16,9,0,14,0,12,0,0,31,0,17,14,9
73,Male,2111b228-6892-4000-9ab2-f8bd6f99042a,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,33,18,38,25,4
36,Male,893ef464-7079-4054-bff4-dbc41a7339c5,0,3,0,0,19,0,13,0,0,0,0,0,0,0,21,92,0,0,6,0
39,Male,ec9030ac-18d1-4a7e-bef5-2194f5a128ba,0,0,0,0,0,18,7,0,0,0,8,0,0,0,19,16,66,27,3,25
61,Male,19df4700-79c6-47a7-946e-12d872c5e909,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,39,0,0,53,31
56,Male,67f2341a-5436-4c69-aff1-c917cdc2dc0f,0,3,0,0,0,82,0,0,0,0,24,0,29,0,0,5,16,19,3,0
64,Female,2e7595c3-090f-4f8b-8ecd-6f961010c8eb,0,28,0,0,0,0,10,8,0,0,0,0,17,7,13,51,0,11,21,0
78,Male,997bc3b0-ee94-493f-b1a9-074caed7dd17,13,0,0,0,0,9,0,0,0,0,49,0,0,0,0,21,0,2,18,10
9,Male,a49c8f7c-cd52-4d24-8da8-52415fd40e95,0,17,0,0,7,28,0,0,4,0,10,0,0,0,0,32,0,69,9,7
72,Male,50a51e46-681b-44eb-9046-0f1057e899d8,0,69,0,0,0,33,0,0,0,0,0,0,8,0,18,0,0,18,9,0
88,Female,f443ee26-846a-4589-bf69-18427b2dcdb7,0,0,0,0,0,34,9,0,0,0,22,0,0,0,17,39,0,7,10,0
25,Male,4cd18ffb-d353-4522-960e-6770c98c3995,7,21,0,0,0,35,3,0,0,0,8,0,15,0,0,34,0,0,0,21
97,Female,b6f61f35-3f8f-4fa3-8a03-43ada5f9bbf7,0,15,0,0,11,36,0,0,0,0,4,0,0,0,0,16,0,33,39,7
94,Male,7925cd34-2124-43bf-a372-7272e0f8cb4c,0,37,0,0,17,0,0,0,0,0,43,0,0,0,0,18,0,0,39,0
40,Male,7434ec75-0527-47aa-9d91-cd6f115738d0,0,0,0,0,0,33,0,0,0,0,31,0,0,0,0,9,0,22,31,0
38,Male,2c664b6b-42a6-438e-8b8c-89edb98dfb04,0,9,0,0,0,5,66,0,2,0,11,2,0,0,6,2,0,0,15,0
26,Male,c6739296-5e96-457a-b54e-229482128709,0,5,0,0,0,35,34,0,0,0,26,0,0,0,0,23,0,0,13,4
18,Male,6cb31da8-aae7-43e0-abad-61e9cada34fb,0,35,0,0,14,25,0,0,14,0,17,0,0,0,0,0,0,28,32,16
90,Male,23318cf4-e404-4990-a881-b2fb7558d5e9,0,0,0,0,4,0,21,12,13,0,5,0,0,0,0,29,0,16,35,0
4,Male,878278d4-2bf0-4b85-ba9a-446b3619d59e,0,0,0,0,0,6,1,0,0,0,6,0,1,0,0,12,11,2,51,15
86,Male,8405376f-4b1e-466c-9cc7-5e32ee7af189,0,7,0,0,0,40,17,0,0,0,41,0,0,0,0,42,0,17,0,31
57,Female,47af6f50-6175-4649-8f25-58c3a7ca8d2b,0,0,0,0,0,12,0,0,5,0,0,0,3,0,0,79,0,49,18,0
6,Male,8c928592-a991-456e-a540-ddf91eccd22e,0,0,0,0,0,3,0,0,0,0,1,0,4,0,0,17,0,12,59,67
91,Male,60416b54-1f4d-4b95-bfa7-17691dcb919a,0,0,0,0,0,0,0,0,8,0,36,0,7,0,2,0,0,5,14,19
1,Male,ea66807d-3d1d-4785-93d4-89a139b22044,0,0,0,0,0,36,0,5,0,0,0,8,20,0,0,30,0,18,24,18
24,Male,6d5eba88-9f58-4472-8dca-fe772ba09aa9,0,0,0,0,17,30,0,0,0,0,19,0,0,0,5,16,0,17,41,0
81,Male,50ccfbc0-8e8b-41bb-b264-7d4d2d6cdd85,0,11,0,0,0,10,0,0,0,0,6,0,15,0,0,68,0,12,41,15
1,Female,5c7bdd69-e06c-44c5-99c0-6fc98248f8c9,0,26,0,0,0,0,19,0,0,0,0,0,0,0,0,89,0,1,50,3
83,Female,a97426b6-613d-4708-9340-c113175c08ff,0,7,0,0,0,7,0,0,0,17,26,0,0,0,0,8,5,38,19,14
21,Female,2b636090-aa6d-46da-9729-6e9c54ed696d,0,0,0,0,0,33,0,0,0,4,0,0,0,0,8,14,0,5,47,26
77,Female,f04b9139-c9fe-409a-b3e0-fcdfc6b14ca9,0,23,0,0,11,0,0,0,6,0,16,0,0,0,69,32,0,0,10,10
52,Female,2d04d6dd-863b-4801-b668-6cbadcc845c2,0,45,0,0,0,0,0,0,0,0,13,0,0,16,0,17,0,36,42,0
12,Female,50f65487-ea86-4616-bf13-7e12c92c6142,0,0,0,0,0,17,0,0,0,0,7,0,0,4,0,53,37,9,19,4
85,Female,42b88b34-d06b-4fd4-a229-52d90dfae47a,0,27,0,0,0,9,0,6,0,0,0,0,0,0,0,22,0,8,18,18
54,Female,a9873f4a-7bfc-4488-a7fb-eefdf1342ef2,0,85,0,0,0,10,0,0,0,0,10,0,0,0,19,8,0,41,20,0
58,Male,aa64dedd-c825-479e-9c33-9ab084d98231,0,0,0,0,0,2,4,0,0,0,25,0,0,0,21,19,0,14,24,5
84,Female,b3a8dbd6-fb0d-420d-b419-a969276b9155,0,8,0,0,0,13,0,0,0,0,26,0,2,0,23,24,0,18,6,1
71,Male,742a664a-ff6e-4942-8bbc-0603ad7dfc20,0,5,0,0,0,25,16,0,0,0,19,0,0,0,36,17,0,3,0,15
78,Female,78cc921e-b665-4778-ac0a-53abe00379a3,0,6,0,19,0,21,0,0,0,0,0,0,0,0,11,10,0,27,27,9
95,Male,a1cf00a2-9c13-4796-bab6-19c8d0553426,0,16,0,0,0,0,1,19,0,0,0,0,0,0,0,21,17,65,12,11
97,Female,779136e8-5d1b-473c-b060-b9626e5342e5,0,0,0,0,0,32,0,0,0,0,4,0,0,2,77,32,12,0,13,0
33,Male,1244434c-df3e-4c02-8958-0f1cba79b252,0,1,0,0,18,9,0,0,8,0,7,0,0,0,0,24,0,24,103,21
76,Female,f32fc60d-0596-41e8-854c-c958ca1347e3,0,66,0,0,0,0,9,0,0,0,10,0,10,0,0,19,0,24,0,18
2,Male,f163fed1-9cea-4a85-803d-e8cd7b5b7288,0,0,0,0,0,0,0,0,0,0,22,0,0,0,2,0,15,65,42,19
4,Female,bed08bb3-3902-496b-8cdd-f6e956db17e0,0,9,0,0,0,0,12,0,0,0,14,0,0,0,9,8,0,0,127,5
83,Female,c8ad909e-f153-4e3f-8920-090ae28b5435,0,0,0,0,0,0,0,8,12,0,16,0,5,0,0,36,0,30,0,16
80,Female,ac307770-dd19-4e0f-83bc-c7d00d3dc8be,0,19,0,0,0,16,0,7,0,0,5,17,9,8,0,0,6,0,69,11
84,Male,000a76d0-1936-4cb2-86f0-24f9d7bb3c95,0,29,0,0,13,0,0,0,0,0,40,0,0,0,0,15,16,12,50,34
41,Female,b7e107b3-2a25-4d0f-8e33-50c5da6b9558,0,15,0,0,7,0,12,0,29,9,36,0,13,0,0,3,0,9,19,0
96,Female,185efe57-96d3-4775-829c-717e346f1fc8,0,17,0,17,0,23,0,0,0,0,0,0,0,0,7,8,0,19,25,74
58,Female,b1bf86ef-68a0-46a1-9e88-f317b87971d8,0,9,0,0,0,0,30,0,0,0,11,0,0,0,18,5,0,10,66,0
8,Male,e1858c62-a1cb-4ac4-9b26-4aa386a38769,0,2,0,0,12,27,24,2,0,0,0,17,0,0,0,5,0,0,7,17
71,Male,9549c8d5-c668-4802-b5bf-40cdf9ad8f16,0,4,0,0,0,47,0,0,0,0,14,0,0,0,0,35,0,28,17,23
41,Female,ec85cfe6-0bfc-470a-8dd6-52c2af4c7606,0,0,0,0,0,0,0,0,0,0,19,0,0,0,4,14,0,14,17,59
99,Male,bc5a749e-3fce-467d-8435-612742102e2d,0,7,7,0,0,0,0,11,0,0,14,0,0,3,16,22,0,26,15,95
47,Female,a1dd5548-b627-4da6-99ac-677e6475c936,0,0,0,0,2,0,7,0,9,0,14,0,20,0,6,21,13,60,25,0
73,Male,1bef490e-f5c3-4541-8d64-3577f65c0bc8,0,11,0,0,0,0,15,0,0,9,17,0,0,0,0,68,0,22,32,6
5,Male,1ff64ffd-60cc-4f7d-8df5-ad56223a6ad6,0,10,0,0,0,0,0,0,0,0,0,0,0,7,76,5,0,11,23,16
84,Female,42a51592-e995-49ac-beea-e61df8ff5c91,0,15,0,10,0,30,0,0,0,0,0,0,0,19,2,64,0,41,13,0
43,Male,5f488899-d743-4837-ba38-cbf4b2b133f7,0,11,0,0,0,0,0,5,0,0,17,18,0,7,0,24,0,0,4,30
53,Female,51e0024f-4e2e-4d32-bed5-a6b5aa6e10a0,0,0,0,0,19,5,1,0,0,0,13,0,0,0,0,15,20,7,41,2
14,Female,eed2b566-5d94-417c-8c45-d4f3c83eafce,0,21,0,0,0,7,0,0,0,0,0,0,0,0,0,27,19,0,50,0
31,Female,6be8d7f4-8051-4612-bfac-21310b54ab6a,0,13,0,0,0,17,19,10,0,0,2,0,0,0,13,0,10,91,43,0
63,Female,0c486c86-45b0-48ec-b225-9b7b06a5ba2d,0,66,0,0,1,0,19,0,0,0,31,0,0,0,0,11,0,18,18,0
83,Female,01258573-6d25-43a9-b23b-25e3492acb13,0,18,0,0,0,0,20,0,0,60,7,0,0,0,19,0,0,0,34,18
58,Female,e815de96-341b-4d3e-ac50-0ace9a3065e4,0,59,0,0,0,6,8,15,0,0,0,0,0,0,23,47,0,15,11,0
17,Female,27236805-a9ec-44ea-bc4f-4fc30a3d12f7,0,12,0,0,0,0,50,0,0,0,15,0,4,0,0,24,15,19,9,0
21,Male,b52f10f3-7f34-49e8-b5ed-37c36f2fc5f6,0,13,0,0,0,0,0,13,0,0,3,0,15,12,19,53,12,0,6,0
63,Female,b4fa6fd7-a485-495b-9b7e-865590988915,0,0,0,0,0,14,0,0,19,0,40,0,24,0,18,25,0,5,1,5
30,Female,d9c54c9c-1ae3-46bb-beab-f887dbbb26f3,0,108,0,0,0,1,14,0,0,0,31,0,0,0,12,34,0,2,17,18
7,Female,9b9d8cbc-41c8-4195-91dd-d6ecc491baf8,0,0,0,0,0,0,17,0,0,0,9,0,0,0,11,44,14,17,14,24
43,Male,81758058-ed33-4026-afd9-d6d5d25cf759,0,0,0,0,0,0,26,0,0,0,19,0,0,0,4,34,3,47,40,0
92,Female,ec7f73ac-9e0d-4714-b540-47ffa9d86262,0,12,0,10,0,19,77,0,17,0,21,14,0,0,19,12,0,0,13,10
91,Female,39a9383d-4446-41a8-b2d9-cabaf98ca6f4,0,19,0,0,0,0,0,0,0,0,29,0,0,0,57,33,0,20,34,0
25,Male,bdd75b7d-1e9b-4725-8a9b-f92389418822,0,0,0,0,0,47,11,0,0,0,33,0,17,0,2,39,0,8,10,9
38,Female,4a525cf3-961e-4382-901f-18e0a0107cca,0,0,0,0,0,19,22,0,0,0,24,0,0,0,41,19,5,9,0,34
16,Female,93c0bf08-e56d-474a-94de-9a0a0c7fae6f,0,0,0,0,0,1,0,0,13,0,5,0,17,0,3,37,0,11,0,0
13,Female,43a2d1bd-4c18-4752-8799-adbc68977134,0,19,0,0,0,0,12,0,7,0,32,0,0,0,22,12,0,12,13,15
79,Female,e52eb388-e381-42a6-b2ce-a40bce109c27,0,9,0,0,0,15,4,0,0,0,19,0,0,0,0,68,6,72,17,5
34,Female,cdaf51a9-e806-4fb4-9b43-6e911194b8ad,0,33,0,0,0,7,1,19,0,0,18,0,0,0,29,0,0,45,10,12
39,Female,85dbc363-f8a1-4b8c-909d-c0764c4b15e1,0,0,0,0,0,9,9,0,0,0,16,0,3,0,0,15,0,2,23,0
8,Male,14b9ced6-deca-498c-88e0-7ee8f75e4c4e,0,17,0,0,0,8,0,18,36,0,0,0,4,0,0,31,0,13,20,16
1,Female,cf0e3f72-9b39-4b75-a7e0-a5d1bdcb6820,0,9,0,0,0,11,0,0,0,0,23,0,12,14,22,0,12,0,23,6
82,Female,692a61b2-6347-49d9-abce-49cd32010010,0,35,0,0,0,0,9,0,0,0,22,0,0,0,0,44,24,0,4,0
20,Female,17942d6f-599d-4b28-81d0-de92f0e1dfa2,0,14,0,0,0,0,0,0,0,0,29,12,0,17,6,19,0,18,18,0
67,Female,e5463284-4924-484e-bfa7-fa4432da33b7,0,11,0,0,0,2,0,0,12,0,24,0,0,0,0,28,0,17,26,15
23,Male,20df4611-8858-447f-9662-eccefc532550,0,18,0,8,0,15,5,0,0,0,0,0,0,0,27,6,0,25,8,0
12,Female,ca2542d4-2e9b-4b94-9284-2f6c33957169,0,16,0,0,0,33,2,6,0,0,7,0,0,0,0,77,0,0,21,11
74,Male,3615a2b5-5c8e-4b30-9e92-388404730acf,0,12,0,0,0,32,13,12,0,0,0,0,0,0,0,59,1,0,17,10
63,Male,52c47e05-e2ff-4265-a202-9e4059a5ccb2,0,0,0,0,0,0,0,0,0,0,88,0,0,17,19,9,0,8,59,14
27,Male,f1df0fd0-ec18-4ac6-a0af-8a97a3348fd3,0,0,0,0,0,26,3,0,0,0,10,0,0,4,84,17,0,18,16,19
5,Female,73350069-c0f3-4062-866a-4209b4b62193,0,16,0,0,0,3,0,12,6,0,7,0,0,0,0,4,0,27,19,77
20,Male,ef034978-a103-48dd-abc6-714bd12c2e32,0,0,0,0,0,0,14,0,0,0,12,0,0,0,0,13,16,4,52,27
23,Female,f4d4f91c-76db-4db2-bf9c-758e8e1a85ca,0,17,0,0,0,25,7,0,0,0,22,0,0,0,0,85,0,4,33,24
72,Male,b6e87dab-45d2-44e4-9855-93d3840ab34f,0,0,0,0,0,20,0,0,34,0,17,0,0,0,26,28,0,0,60,0
84,Female,088aaa3b-eeeb-4771-ba3f-1a18e2fbad7a,0,0,0,0,0,0,21,3,0,0,18,3,0,0,0,89,0,0,3,28
40,Male,fc65c855-0fc0-43d2-9a1f-43b39caa468f,17,5,0,0,0,16,0,0,0,0,0,0,5,0,0,32,1,13,5,15
73,Male,bf6bbfe4-503c-4e97-9df4-d9139de80082,0,35,0,0,0,0,0,0,0,0,14,0,0,0,14,9,0,63,11,18
90,Female,300fe0d3-f6ef-4e97-88e0-82159118520f,0,0,0,0,0,26,0,0,0,0,27,0,4,0,0,47,0,40,18,27
79,Female,9bb87105-4d01-49b5-b7fe-be8ea089bd36,0,0,0,4,0,14,12,0,0,0,12,0,0,0,0,69,0,0,29,31
98,Female,426af408-8280-46f0-90be-1cc2e73b9a22,0,5,0,0,0,21,5,0,0,0,19,0,26,0,0,13,16,14,42,1
37,Male,b424796c-5104-4317-be3b-eb43bd196655,0,108,0,0,3,0,3,0,0,0,17,0,2,0,0,21,7,19,9,0
83,Female,2682d9d1-6a20-4c73-a5e8-bb7a158b6ed8,0,10,0,0,8,0,28,0,0,0,10,0,0,0,0,25,0,2,12,15
48,Female,c1f8f50c-d5b5-405d-afc3-2845c0e8820a,0,12,0,0,0,41,11,2,0,0,0,22,30,0,0,18,0,0,12,15
80,Male,3450a267-d627-4277-b62b-ab05c1a5c2b8,0,50,0,14,3,19,0,0,0,0,48,0,0,0,0,5,0,0,7,26
17,Male,995b3268-ce65-4e62-89fb-f086442581d4,0,0,0,0,0,33,0,0,0,0,10,0,13,0,0,54,3,40,0,28
64,Female,6f612aee-eb13-4b4a-af17-1227ab33d22a,0,48,12,0,0,17,0,0,0,0,19,0,0,0,0,44,0,7,7,5
45,Male,a2a3f7cf-ebd3-4db8-8f9f-d84c9ae87280,0,11,0,0,0,7,11,0,0,0,23,0,11,0,13,67,0,15,18,0
32,Female,8a617fc6-09d4-4c59-81d4-395baaee0770,0,22,0,0,0,0,0,0,0,0,13,0,11,73,0,45,0,17,16,14
34,Male,7557692f-fb9a-48e1-9e26-7dfb01408940,0,0,0,0,0,0,24,0,11,0,13,0,0,0,18,16,0,9,89,0
68,Female,2d3a6fbf-05a9-4958-b8e8-9c4350f1c323,0,17,0,0,0,14,0,15,0,0,52,0,0,0,0,22,0,0,34,19
2,Male,65a9e622-9511-402b-ad22-ac84c8095223,0,23,0,0,0,0,19,0,9,16,3,0,9,0,0,20,0,0,60,19
38,Female,ffcbfa02-f74b-40e5-a072-4619b83afd5f,0,55,0,0,6,46,0,0,0,0,0,0,4,0,0,13,0,13,12,0
20,Female,6e9565bf-becc-4018-be65-b9fccf12dbdd,0,13,0,0,0,3,0,0,28,0,0,0,0,0,0,34,0,0,53,26
89,Male,182abbb8-3e64-4425-a82d-c3a4bcdc699e,0,11,4,0,19,0,0,4,0,0,52,0,0,0,4,24,17,3,0,7
16,Female,47336d12-d76a-4fc3-89f8-2eaeaec4f481,0,5,0,0,18,0,0,0,0,0,31,0,0,1,31,32,0,24,15,0
97,Female,6e436109-770a-4933-bc89-e715fa760203,0,18,0,0,0,41,89,15,18,0,5,0,16,0,0,0,0,9,13,15
75,Female,4f2683cd-33de-4af8-9a9d-1a7b6b8d99ec,0,30,0,12,0,0,0,0,0,0,5,0,0,0,18,0,0,7,116,24
5,Female,3cdb7517-ea08-436a-92db-405978a7efa3,0,38,0,7,0,21,32,0,0,0,11,0,0,0,0,1,15,0,18,8
25,Female,4d6a0242-b942-4b35-9de2-0a27cc3f2d4c,0,27,0,0,0,8,0,0,0,0,13,0,0,0,16,96,0,10,41,0
28,Female,1a83f474-2408-4018-a309-120e9f4949dc,0,1,0,0,15,8,0,0,0,0,0,0,0,11,0,48,1,35,9,17
34,Male,fdff2604-8c3b-4747-8843-4b89ed80ed6a,0,24,0,0,0,18,10,0,0,0,0,0,0,8,0,36,0,0,83,0
1,Female,9bc5d76b-f69e-47d8-a22a-1e87ddf827d5,0,45,0,0,0,0,0,0,13,0,4,0,0,0,0,43,11,17,5,8
29,Male,39f44c56-0f3f-42e8-840f-36428cef36d6,0,56,0,0,11,32,0,0,0,0,0,0,0,19,0,22,0,65,15,0
42,Female,dccbc0cf-072c-4b50-97a0-094b9f6a94f4,0,29,0,0,0,17,0,0,0,0,0,0,20,0,0,32,10,16,0,36
50,Male,c983c895-a89f-4b28-9dd6-18c6fa6eb335,0,14,0,0,0,11,17,0,55,0,0,0,8,0,0,41,0,0,22,5
34,Female,435095b3-397c-4139-8292-eb90153d64fd,0,24,0,0,0,30,10,0,0,0,15,0,0,0,0,8,43,16,14,18
56,Female,b9f6640f-9133-49f1-8ef9-978a6de4ec16,0,12,0,0,0,0,0,17,0,0,0,0,2,0,13,32,0,10,127,0
59,Female,e00fbd0e-272f-4782-b4da-6573ef201255,0,4,0,0,0,24,6,0,0,0,1,0,0,0,18,16,0,0,44,63
0,Female,18a80326-0261-4dea-8dc2-fe953b94c963,0,0,0,0,0,0,0,0,0,0,31,0,2,0,5,24,0,13,41,4
80,Female,136cdba9-1e47-497a-a4ad-b3558829ccc4,0,0,0,0,0,6,0,0,19,8,16,0,0,0,2,39,0,30,14,6
0,Male,bec2297d-83c2-446b-bfcb-7f20d12f369f,0,0,0,0,0,62,0,0,0,0,0,0,0,8,0,54,0,21,38,5
14,Female,30b560de-f131-4f7a-a00f-941f8b6a6bbc,0,7,0,0,0,23,0,0,0,0,0,0,0,0,0,49,13,0,42,17
40,Female,00c8d626-5fe8-4e1d-8c5e-df882a567c2c,0,44,0,0,0,19,9,0,0,0,14,0,0,0,7,4,0,0,34,14
53,Male,cb8b2473-e5cc-4d80-8a7b-21af037c6f58,0,14,0,0,0,0,13,0,0,0,12,0,0,0,0,8,0,19,94,10
78,Female,5b4e3ccf-a154-4b27-a423-14e0bd919d06,0,12,0,10,0,6,49,0,0,0,0,0,9,0,0,0,17,9,36,0
25,Female,cda8fac9-cddb-4410-a025-38c7cc4b9b5f,0,6,0,0,0,12,0,0,7,0,47,0,7,0,16,29,15,18,2,23
47,Female,e31f9560-c430-4fc8-8f0c-3f83b1b1bbb1,0,0,0,0,0,0,0,18,0,0,11,0,14,0,0,5,0,10,67,18
58,Female,e53541bb-e44f-4b02-bb7d-c054ac288cb9,18,23,0,0,0,15,0,0,0,18,0,0,0,0,0,64,0,0,20,0
93,Male,1d2e0667-80c6-44c9-9ce9-1da430ceb6c4,0,1,0,0,0,0,0,17,0,0,47,0,0,5,0,24,0,21,13,32
7,Female,089601c0-020d-4246-a5b4-2816270a175b,0,28,0,0,0,0,12,2,0,0,16,0,0,12,0,3,1,19,23,1
12,Female,d05aa317-c5da-4f94-9e4e-7895584ca69a,0,0,0,0,5,35,10,0,15,0,11,0,0,0,0,27,0,0,46,52
25,Female,a684ccac-ff6b-49a2-b9d3-49699af10425,0,21,0,0,0,12,0,6,0,0,1,0,0,0,9,10,0,25,20,0
7,Female,7dc5693c-6e76-4324-8d88-f67b1d1d7530,0,1,0,0,0,14,4,5,0,6,1,0,0,0,0,62,0,10,37,0
86,Female,93609682-a58a-4b57-9720-c39f289f8752,0,14,0,0,0,25,0,0,0,0,29,0,0,0,0,0,67,28,15,36
94,Female,6be664a4-4537-45b6-b9dd-13f0ce920931,0,7,0,0,0,0,7,0,0,0,10,0,0,0,14,89,0,23,32,9
59,Female,0fe512d5-bb34-440d-9b3a-791a4d20b9f9,0,0,0,0,0,13,54,0,0,0,0,0,17,0,0,0,41,15,26,18
48,Female,f135bb30-3d7d-41f6-b9c7-14e48c0096b2,0,33,0,0,0,0,0,0,0,0,14,0,0,0,12,7,0,15,52,4
86,Female,151e2444-ba1a-40bb-950e-e7f3ec4d0269,0,13,0,0,0,0,1,0,0,0,58,0,0,13,6,44,0,24,19,0
21,Male,3b98711b-9f8c-4285-9a82-afb0c401bed7,0,0,0,0,0,0,53,12,0,0,5,0,0,0,0,13,0,36,43,0
99,Female,a67a1075-0312-4b20-9892-3fea9a3458e2,0,0,0,11,0,12,17,0,0,0,42,0,0,0,0,10,0,0,23,15
41,Female,e84efa80-ce55-4e2d-8f50-76b78cacd33b,0,30,0,0,0,0,0,0,0,0,14,0,5,0,0,113,0,11,48,0
27,Female,902f245a-e9aa-4faa-9dde-e33eaa851888,0,19,0,0,0,13,0,55,0,0,45,0,0,0,0,26,0,0,32,0
96,Male,3aa78313-9dc8-4c48-981d-6fe501c01e6a,0,14,0,0,0,0,55,0,0,0,11,0,0,0,0,11,12,16,44,13
2,Male,41ee33a4-a697-423c-a709-6d6af0509ac0,0,19,0,0,14,0,23,0,0,0,0,0,12,0,9,14,17,17,24,77
55,Male,23645cf2-86ab-45d5-a428-e12f70e81511,0,5,0,3,0,16,6,0,0,0,0,0,14,0,0,34,0,0,10,0
72,Male,844062f6-c87d-4d79-912b-edb7e8419d48,0,0,0,0,0,0,31,0,0,0,1,0,0,28,0,21,13,13,54,15
